Structure,HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,Calc_lambda,refractive_index,E_T(30),E_T^N,Quantum Yield,Exp. Kr,lambda,Exp. lifetime,,Refer,,,Note
135,-0.221574325,-0.094850938,16.91273063,112.7,42.45,8.37E-06,2.12894,1357667.461,0.9113,0.4667,5.7358,4.2611,0.921,0.6172,5.4904,2.9043,0.8348,0.6017,4.7605,2.3332,0.7247,0.5731,3.8364,3.4109,0.8783,0.5112,5.7017,3.8776,0.7789,0.5961,4.3542,2.0524,2,1,2,4,1.973627371,2.00572705,2.188366971,2.386170572,205.30227,126.57536,205.41079,3310.99898,2213.244951,582.4494819,1.4448,40.7,0.309,0.1,142857.1429,561,0.7,,"J. Am. Chem. Soc. 2004, 126, 4958",,,
136,-0.227738952,-0.115363519,16.42762719,159.53,283.26,0.000746586,1.76203,1357667.335,0.8791,0.58,4.6752,2.6621,0.8747,0.4878,4.18,2.3044,0.8926,0.4846,4.5875,2.0504,0.8111,0.5788,4.2232,2.5801,0.8175,0.4885,4.2525,2.0297,0.8028,0.5098,4.1557,2.1937,2,1,2,4,1.989017094,2.002044455,2.132227474,2.386174763,205.30949,126.59256,205.42671,3311.035112,110458.6947,703.7337616,1.4448,40.7,0.309,None,None,624,None,,"J. Am. Chem. Soc. 2004, 126, 4958",,,
137,-0.229037602,-0.121464345,18.13204034,20.35,201.21,0.000476044,1.55465,1357668.136,0.8829,0.6451,4.836,2.3278,0.8929,0.5414,4.6413,2.1094,0.8805,0.4298,4.3634,2.839,0.7721,0.6396,3.9643,2.2516,0.8396,0.5885,4.4711,1.956,0.848,0.613,4.6668,1.8049,2,1,2,4,1.978089988,2.005495949,2.12129418,2.390035355,205.3023501,126.59108,205.4468099,3311.007329,59713.39985,797.6071785,1.4448,40.7,0.309,None,None,621,None,,"J. Am. Chem. Soc. 2004, 126, 4958",,,
138,-0.216290762,-0.093382036,15.44258745,62.07,242.54,0.0002234,1.85499,1357667.678,0.7784,0.6426,4.4023,1.7603,0.9228,0.4982,5.6376,4.1106,0.8373,0.5953,5.2359,1.6619,0.6511,0.6291,3.5382,2.0381,0.8188,0.5356,4.6521,3.5988,0.7099,0.6021,4.1525,0.4089,1,2,2,4,1.973090469,1.975780858,2.167324157,2.38910569,126.63036,205.29235,205.39178,3311.00769,44033.1494,668.4672155,1.4448,40.7,0.309,0.25,24752.47525,588,10.1,,"J. Am. Chem. Soc. 2004, 126, 4958",,,
139,-0.208489732,-0.096803429,15.7373286,36.72,230.95,7.58E-05,1.66192,1357667.261,0.8068,0.6601,4.8006,2.2242,0.9352,0.4569,6.1086,4.748,0.8985,0.5569,6.0922,3.7021,0.6968,0.6471,3.955,2.4181,0.8594,0.4922,5.2153,4.4271,0.7112,0.61,4.2595,0.3118,2,1,2,4,1.979340547,1.981893539,2.163956793,2.395570287,205.29444,126.61251,205.39093,3311.02766,20519.04631,746.1249639,1.4448,40.7,0.309,0.03,7333.333333,644,4.5,,"J. Am. Chem. Soc. 2004, 126, 4958",,,
140,-0.215555209,-0.093328365,16.41261664,72.25,193.78,0.0002003,2.04201,1357668.564,0.8197,0.633,5.3027,2.722,0.9258,0.4908,6.4873,5.1571,0.9031,0.5286,6.6423,3.4942,0.7436,0.6145,4.5532,3.0077,0.8296,0.521,5.5344,4.5028,0.732,0.5986,4.3859,0.6032,2,1,2,4,1.963586769,1.987529874,2.178510041,2.396812258,205.29855,126.59095,205.40269,3310.99926,59224.80987,607.2448225,1.4448,40.7,0.309,0.73,74489.79592,568,9.8,,"Angew. Chem. Int. Ed. 2015, 54, 2084",,,
141,-0.217362528,-0.100769018,15.7925742,107.15,271.68,0.000409,2.03412,1357670.029,0.855,0.5162,5.3548,3.9421,0.8522,0.6532,5.1525,2.4329,0.873,0.555,5.443,2.8042,0.7831,0.5359,4.8197,3.7305,0.7998,0.6442,4.793,2.5774,0.7536,0.5694,4.2002,2.7333,2,1,2,4,1.95735587,1.977963346,2.163012945,2.401751652,205.31481,126.58825,205.41685,3311.00576,104640.7785,609.6002202,1.4448,40.7,0.309,0.16,72727.27273,588,2.2,,"Angew. Chem. Int. Ed. 2015, 54, 2084",,,
142,-0.215333754,-0.091370858,14.62665425,58.2,184.89,5.87E-05,2.0405,1357668.572,0.8057,0.6611,5.0643,2.3595,0.9302,0.4635,6.5891,5.3774,0.9289,0.5032,6.9665,4.3304,0.7359,0.6461,4.4036,2.6259,0.8243,0.4937,5.5011,4.7893,0.7135,0.5655,3.9838,1.6622,2,1,2,4,1.966445016,1.988354848,2.175889933,2.395508088,205.30742,126.59117,205.39744,3311.00091,21008.94325,607.6941926,1.4448,40.7,0.309,0.35,38461.53846,563,9.1,,"Angew. Chem. Int. Ed. 2015, 54, 2084",,,
148,-0.227318252,-0.105530565,18.22254779,652.67,27.79,0.0001758,2.03866,1357669.264,0.8527,0.4984,5.0862,3.013,0.8558,0.6265,5.9814,2.0701,0.8084,0.3074,4.6749,4.0979,0.7632,0.6321,5.058,2.2331,0.815,0.4937,4.7947,3.2237,0.7712,0.5633,4.4643,1.0233,2,1,2,4,1.935924844,2.016905798,2.184717373,2.371270967,205.31563,126.587,205.41156,3310.98312,51212.6697,608.2426692,1.4448,40.7,0.309,0.07,70000,568,1,,"Inorg. Chem. 2003, 42, 8609",,,
149,-0.226120447,-0.10229907,18.69684113,512.74,59.42,0.0001284,2.08138,1357668.925,0.8505,0.5244,5.5121,2.5173,0.8498,0.6237,5.9675,0.9787,0.8065,0.2799,5.1208,4.6185,0.7551,0.6672,5.076,1.7153,0.8096,0.4876,5.0498,3.5687,0.7318,0.6032,4.3791,0.5179,2,1,2,4,1.942199526,2.014611873,2.183042602,2.375745357,205.3078,126.58616,205.40128,3310.98525,46361.00409,595.7585832,1.4448,40.7,0.309,0.47,35606.06061,558,13.2,,"Inorg. Chem. 2003, 42, 8609",,,
157,-0.21456665,-0.102787152,13.70584845,58.17,87.06,0.0003367,2.04779,1357677.762,0.9421,0.4236,5.8962,4.637,0.914,0.4999,4.4952,2.9189,0.9501,0.379,6.1959,4.8981,0.8987,0.4347,5.5057,4.5094,0.8461,0.5064,4.2312,2.8721,0.6944,0.6234,3.638,1.7246,1,2,1,2,1.917045905,2.002419786,2.028084071,2.166457939,126.81243,205.35693,126.58102,205.42616,102483.7738,605.5308406,1.4448,40.7,0.309,0.04,100000,582,0.4,,"Inorg. Chem. 2003, 42, 8609",,,
158,-0.222685877,-0.104350927,16.44322784,65.99,76.47,0.0003563,2.1786,1357678.349,0.906,0.4437,5.8088,4.46,0.8597,0.5007,4.5165,2.8799,0.932,0.4195,6.0394,4.4244,0.8376,0.4586,5.3465,4.2538,0.8071,0.507,4.2417,2.821,0.6707,0.637,3.5937,1.5086,1,2,1,2,1.908727325,1.995732447,2.028476522,2.164502021,126.84405,205.35396,126.58163,205.41698,129689.3992,569.1728633,1.4448,40.7,0.309,0.06,100000,560,0.6,,"Inorg. Chem. 2010, 49, 11276",,,
159,-0.213996934,-0.104757291,14.75785379,52.95,55.92,0.0002059,1.98368,1357677.551,0.9098,0.4681,6.3509,4.8644,0.8622,0.4796,4.7388,2.7923,0.9533,0.3577,6.6958,5.4134,0.8523,0.4767,5.8972,4.6069,0.8193,0.4857,4.4792,2.7297,0.7023,0.5779,4.2711,1.7631,1,2,1,2,1.923189538,1.989344113,2.027656036,2.176341885,126.81563,205.35158,126.58201,205.41948,69953.54498,625.1008227,1.4448,40.7,0.309,0.07,87500,597,0.8,,"Inorg. Chem. 2010, 49, 11276",,,
160,-0.214306806,-0.10570902,12.93049992,51.17,51.45,0.000203,1.97358,1357677.611,0.9097,0.4698,6.4531,4.9741,0.8623,0.4741,4.7866,2.8164,0.9558,0.348,6.8055,5.5194,0.8525,0.48,5.9927,4.7248,0.8205,0.4819,4.5264,2.7353,0.7147,0.595,4.5021,1.6703,1,2,1,2,1.922395641,1.990273599,2.027373917,2.177689142,126.816,205.35093,126.58162,205.4208,67327.49209,628.2998409,1.4448,40.7,0.309,0.08,114285.7143,603,0.7,,"Inorg. Chem. 2010, 49, 11276",,,
161,-0.213665761,-0.103368475,15.40133793,57.12,72.25,0.0002546,2.01049,1357677.519,0.9127,0.456,6.1759,4.6523,0.8864,0.2516,5.1048,4.0024,0.8634,0.4878,4.6765,2.8403,0.8579,0.465,5.7725,4.443,0.8175,0.4942,4.4069,2.7612,0.8762,0.252,5.0393,3.9891,1,2,1,2,1.92115408,1.994072717,2.02789053,2.17106057,126.81537,205.34697,126.5819,205.42282,82913.84724,616.7650672,1.4448,40.7,0.309,0.09,112500,597,0.8,,"Inorg. Chem. 2010, 49, 11276",,,
162,-0.213185506,-0.102657022,16.72642817,57.31,74.68,0.0002644,2.01288,1357677.496,0.9131,0.4625,6.16,4.3779,0.8875,0.258,5.0971,3.9669,0.8649,0.4982,4.692,2.841,0.8571,0.4704,5.7538,4.1666,0.8178,0.5021,4.4164,2.7895,0.8772,0.2599,5.0329,3.9385,1,2,1,2,1.923331225,1.993113394,2.02826872,2.170845688,126.81556,205.3432,126.58225,205.42278,84325.7341,616.0327491,1.4448,40.7,0.309,0.09,90000,594,1,,"Inorg. Chem. 2010, 49, 11276",,,
163,-0.215371121,-0.096039053,11.6299961,32.1,208.71,0.0003489,1.81621,1357675.822,0.8333,0.6079,4.2518,2.0724,0.9103,0.463,5.6386,4.0804,0.8413,0.6957,4.5641,1.5554,0.6813,0.6274,3.5266,1.9158,0.8143,0.6944,4.1592,1.5608,0.8549,0.4657,5.2674,3.991,1,1,2,2,1.969415395,1.976731899,2.01787066,2.17039812,126.62513,126.80294,205.33768,205.40728,62667.14675,682.740432,1.4448,40.7,0.309,0.05,50000,615,1,,"Inorg. Chem. 2010, 49, 11276",,,
164,-0.215080207,-0.095046853,11.08598511,40.14,214.95,0.0002658,1.82223,1357675.68,0.8316,0.6053,4.2029,2.0003,0.9202,0.4001,6.0021,4.5278,0.8654,0.4991,4.474,2.5274,0.6776,0.6154,3.4729,1.8871,0.8169,0.6673,4.167,1.6584,0.8819,0.4094,5.6685,4.3444,1,1,2,2,1.969709623,1.978067997,2.019729932,2.173254242,126.62589,126.80015,205.33908,205.41083,58493.74857,680.4849004,1.4448,40.7,0.309,0.04,44444.44444,616,0.9,,"Inorg. Chem. 2010, 49, 11276",,,
165,-0.216950039,-0.098265903,14.16272141,35.78,186.79,0.0002936,1.80369,1357676.263,0.8328,0.5972,4.2785,2.1089,0.8961,0.4866,5.419,3.7234,0.8327,0.7044,4.4183,1.5671,0.682,0.6184,3.5498,1.9751,0.8101,0.7017,4.1489,1.5912,0.8283,0.4818,5.0386,3.6803,1,1,2,2,1.96844939,1.971073312,2.016573331,2.163663791,126.83374,126.62436,205.33264,205.40034,53840.37864,687.4795558,1.4448,40.7,0.309,0.04,36363.63636,616,1.1,,"Inorg. Chem. 2010, 49, 11276",,,
166,-0.208644559,-0.098210174,15.18480681,10.7,6.74,0.0002255,2.07626,1357677.251,0.918,0.4354,6.7111,5.1958,0.8877,0.2271,5.4182,4.2394,0.9571,0.3402,6.3903,4.5945,0.854,0.4451,6.133,4.8481,0.7853,0.5101,4.623,2.6359,0.8676,0.4161,5.5423,3.729,1,2,1,2,1.924149163,1.991097436,2.02636892,2.178057391,126.81117,205.34607,126.58153,205.40678,79884.75098,597.2277075,1.4448,40.7,0.309,0.27,77142.85714,573,3.5,,"Inorg. Chem. 2010, 49, 11276",,,
167,-0.221703564,-0.100455359,18.6856941,3.6,9.76,0.0002882,2.24375,1357677.607,0.8953,0.5069,6.3092,4.3712,0.8626,0.4758,5.0265,3.0509,0.8698,0.2505,5.27,3.9977,0.8062,0.5188,5.5714,3.8407,0.7844,0.5157,4.5442,2.5447,0.7466,0.5645,4.4321,2.1239,1,2,1,2,1.925454232,1.97796006,2.025607069,2.176206332,126.84863,205.34214,126.58083,205.39788,97192.75229,552.6462396,1.4448,40.7,0.309,0.99,180000,521,5.5,,"Inorg. Chem. 2010, 49, 11276",,,
168,-0.21597712,-0.094839157,15.8383216,27.84,159.36,0.000395,1.82999,1357675.49,0.8186,0.6288,4.595,1.743,0.9065,0.4854,5.6801,2.881,0.9224,0.4906,5.982,2.8107,0.6665,0.6182,3.6358,2.0215,0.8304,0.5216,4.6909,3.6801,0.8143,0.5056,5.3265,3.321,1,1,2,2,1.966424674,1.975964575,2.02010569,2.16356858,126.83484,126.62324,205.31916,205.38522,68146.99073,677.5993311,1.4448,40.7,0.309,0.66,75862.06897,591,8.7,,"Inorg. Chem. 2010, 49, 11276",,,
170,-0.231390442,-0.089423879,9.68181763,47.47,193.97,0.0004165,2.32794,1357668.858,0.7938,0.688,3.7972,0.8683,0.8472,0.5629,4.2543,1.95,0.8101,0.6981,3.9806,0.4285,0.6927,0.6931,3.4213,0.9138,0.7562,0.7168,3.7904,1.0161,0.7695,0.5677,3.8988,1.9425,1,2,2,4,1.912066944,2.053768487,2.092800038,2.493001805,126.62503,205.36253,205.35056,3310.95948,125774.3841,532.6597765,1.4448,40.7,0.309,0.6,83333.33333,491,7.2,,"Inorg. Chem. 2010, 49, 11276",,,
171,-0.237676255,-0.092869345,7.94948612,60.6,193.59,0.0003694,2.39399,1357668.754,0.7948,0.6993,3.8647,0.7073,0.8336,0.6034,4.2605,1.3623,0.7513,0.2861,3.374,2.0328,0.6873,0.7022,3.446,0.7633,0.7463,0.6934,3.9402,0.7044,0.7522,0.611,3.7864,1.474,1,2,2,4,1.911626794,2.053440284,2.096805666,2.49426422,126.63944,205.36036,205.34859,3310.9672,127272.8663,517.9637342,1.4448,40.7,0.309,0.58,72500,481,8,,"Inorg. Chem. 2010, 49, 11276",,,
172,-0.225602398,-0.087857397,10.34473927,14.63,190.59,0.0004605,2.24735,1357668.763,0.7978,0.6914,3.8524,0.9035,0.8576,0.5496,4.3004,2.152,0.7806,0.2844,3.3746,2.0212,0.705,0.6959,3.4984,0.9251,0.7784,0.5545,3.8938,2.1349,0.755,0.7241,3.8568,1.0928,1,2,2,4,1.908006551,2.057140248,2.095740919,2.492205449,126.62044,205.35891,205.35174,3310.95674,124622.8264,551.7609629,1.4448,40.7,0.309,0.68,87179.48718,505,7.8,,"Inorg. Chem. 2010, 49, 11276",,,
173,-0.228907232,-0.092249813,7.26101993,12.75,196.23,0.0003418,2.24153,1357668.749,0.8102,0.6826,3.8704,0.9626,0.8451,0.5757,4.2094,1.9595,0.8096,0.7211,3.9348,0.5523,0.7163,0.6875,3.5121,0.9648,0.7585,0.5947,3.7647,1.6134,0.7597,0.732,3.8761,0.812,1,2,2,4,1.905051443,2.05741221,2.097238661,2.484024356,126.61182,205.35896,205.35105,3310.95974,94530.60247,553.1935776,1.4448,40.7,0.309,0.39,55714.28571,504,7,,"Angew. Chem. Int. Ed. 2009, 48, 9909",,,
174,-0.231900485,-0.088899537,8.61029524,28.18,182.93,0.0003133,2.3035,1357668.974,0.7693,0.7143,3.7125,0.4955,0.8705,0.5266,4.4835,2.2157,0.7987,0.6598,3.9262,0.3051,0.6848,0.718,3.4223,0.5959,0.7858,0.5276,4.1242,2.1932,0.7534,0.6648,3.7409,0.5326,1,2,2,4,1.912659405,2.054805587,2.083791256,2.490590492,126.62678,205.35907,205.34533,3310.96644,92983.15641,538.3112655,1.4448,40.7,0.309,0.52,80000,481,6.5,,"Angew. Chem. Int. Ed. 2009, 48, 9909",,,
175,-0.237736713,-0.089911311,7.35139859,32.11,196.27,0.0003147,2.44091,1357668.901,0.7701,0.7106,3.7221,0.6118,0.8633,0.5695,4.44,0.636,0.8103,0.6122,3.9741,0.6529,0.6787,0.7084,3.3824,0.6732,0.7677,0.6303,3.9826,0.946,0.7082,0.655,3.4924,1.4423,1,2,2,4,1.917075377,2.046965559,2.088131222,2.485290526,126.62056,205.35991,205.34463,3310.97282,119675.4642,508.0072596,1.4448,40.7,0.309,0.6,103448.2759,471,5.8,,"Angew. Chem. Int. Ed. 2009, 48, 9909",,,
176,-0.235680693,-0.092206413,5.00775759,25.61,196.59,0.0003572,2.37439,1357668.805,0.7906,0.6897,3.8319,0.9805,0.8624,0.5417,4.3563,2.1353,0.8,0.6847,3.9682,0.5756,0.6927,0.6933,3.4547,1.0147,0.7681,0.5561,3.9032,1.9844,0.7657,0.6941,3.8513,0.966,1,2,2,4,1.911190728,2.051449488,2.091186266,2.478545541,126.60816,205.35728,205.34615,3310.97442,123154.8627,522.2393962,1.4448,40.7,0.309,0.46,58974.35897,517,7.8,,"Angew. Chem. Int. Ed. 2009, 48, 9909",,,
177,-0.240982095,-0.097258731,2.23184222,63.95,193.64,0.0003577,2.39014,1357668.856,0.8087,0.688,3.955,0.7368,0.8247,0.6151,4.2327,1.3897,0.7984,0.6892,3.9914,0.2645,0.6937,0.6943,3.4932,0.766,0.7499,0.7303,3.9125,1.0208,0.748,0.6015,3.8612,1.7308,1,2,2,4,1.91116352,2.056603997,2.090884263,2.48335519,126.63624,205.36535,205.34946,3310.96872,122890.4431,518.798062,1.4448,40.7,0.309,0.58,120833.3333,481,4.8,,"Angew. Chem. Int. Ed. 2009, 48, 9909",,,
178,-0.237533825,-0.093054393,6.72969178,42.79,195,0.0003079,2.38872,1357668.818,0.7904,0.7109,3.8693,0.6206,0.8346,0.6079,4.2746,1.2683,0.7347,0.2964,3.3896,2.058,0.6861,0.7124,3.4687,0.6692,0.7305,0.6481,3.9382,0.4199,0.7593,0.6505,3.7986,0.6221,1,2,2,4,1.910602261,2.054125848,2.09651735,2.491473861,126.6427,205.35876,205.34856,3310.96659,114843.2906,519.1064671,1.4448,40.7,0.309,0.63,96923.07692,485,6.5,,"Angew. Chem. Int. Ed. 2009, 48, 9909",,,
179,-0.215401154,-0.08685111,10.61522747,14.74,179.15,0.0004343,2.12797,1357668.725,0.8398,0.6504,4.0836,1.6102,0.859,0.5844,4.2777,2.0048,0.8095,0.2703,3.4063,2.0537,0.7651,0.6541,3.7505,1.6011,0.7631,0.5896,3.8357,1.8667,0.735,0.7427,3.7192,1.0344,1,2,2,4,1.901490205,2.059114858,2.101314351,2.482193385,126.60489,205.35688,205.34975,3310.95362,99215.63778,582.7149819,1.4448,40.7,0.309,0.3,23076.92308,547,13,,"Angew. Chem. Int. Ed. 2009, 48, 9909",,,
180,-0.240501786,-0.096840284,4.68133509,50.99,213.73,0.0001802,2.39982,1357668.158,0.8002,0.6461,3.7825,0.8453,0.846,0.5512,4.1212,1.6491,0.8082,0.7007,3.8863,0.4097,0.6955,0.653,3.4074,0.8519,0.7498,0.692,3.6677,0.6153,0.7737,0.5747,3.8347,1.2774,1,2,2,4,1.913021171,2.049353557,2.096145272,2.480072781,126.62722,205.37387,205.37033,3310.96083,90233.30348,516.7054196,1.4448,40.7,0.309,0.32,56140.35088,484,5.7,,"Angew. Chem. Int. Ed. 2009, 48, 9909",,,
181,-0.224888043,-0.089938602,7.78369081,122.54,35.78,0.0001117,2.1585,1357667.556,0.9211,0.6633,5.1389,1.9691,0.8852,0.5481,5.2376,3.206,0.8708,0.6516,5.2034,1.8415,0.7134,0.6612,3.5798,2.3311,0.7205,0.7087,3.9742,0.6655,0.7507,0.5833,4.2278,2.562,1,2,2,4,1.922480949,2.077654928,2.078617329,2.491321135,126.61525,205.34221,205.34557,3310.95356,24061.08945,574.4730137,1.4448,40.7,0.309,0.2,5000,558,40,,"Chem. Eur. J. 2012,18, 96",,,
182,-0.226724675,-0.104955856,10.96384484,119.08,174.22,0.0005153,1.79676,1357670.278,0.8258,0.7733,4.251,0.7498,0.8965,0.5074,5.4038,2.1334,0.8779,0.607,5.2184,0.7244,0.7381,0.7682,3.6935,0.8309,0.745,0.6948,3.8244,1.0747,0.802,0.6181,4.436,2.4008,1,2,2,4,1.916051148,2.033141904,2.068741163,2.51007968,126.62062,205.35637,205.32701,3310.97713,75849.52348,690.1311249,1.4448,40.7,0.309,0.07,20571.42857,592,3.5,,"Chem. Eur. J. 2012,18, 96",,,
183,-0.228990848,-0.105561476,8.1647093,50.43,165.75,0.000299,1.80466,1357671.437,0.8111,0.7928,4.1959,0.1094,0.8995,0.4781,5.5197,2.0644,0.8887,0.5305,5.4369,2.3245,0.7321,0.7953,3.6498,0.1992,0.7232,0.6765,3.741,0.6135,0.8091,0.5437,4.589,1.915,1,2,2,4,1.92011484,2.019486321,2.051699783,2.507096528,126.60711,205.34632,205.31303,3310.99805,46372.96478,687.1100373,1.4448,40.7,0.309,0.1,22727.27273,594,4.4,,"Chem. Eur. J. 2012,18, 96",,,
184,-0.196545813,-0.08619921,8.51520844,0.74,176.37,0.0003818,2.28881,1357668.684,0.9868,0.1018,5.7922,4.607,0.9978,0.0527,6.5838,5.598,0.8425,0.5175,4.4069,0.5147,0.9852,0.1022,5.7803,4.603,0.9969,0.0536,6.5723,5.59,0.6738,0.6438,3.3824,0.1813,1,2,2,3,1.920407509,2.054182562,2.054182562,2.233068293,126.61519,205.35815,205.35813,312.52439,151110.6843,541.7662453,1.4448,40.7,0.309,0.34,113333.3333,471,3,,Angew Chem Int Ed Engl. 2015;54(7):2084-2089,,,
185,-0.195215063,-0.099439386,12.81778385,24.22,159.52,0.0009238,1.95899,1357668.328,0.9896,0.1061,6.5577,5.8463,0.9928,0.0912,6.8536,6.0717,0.8385,0.6714,4.344,1.7767,0.9733,0.1292,6.4053,5.6466,0.7542,0.6238,4.0176,1.9756,0.9797,0.1177,6.7501,5.7315,1,2,2,3,1.921749463,2.045679594,2.079037758,2.235892216,126.62588,205.34459,205.33282,312.50691,190406.3616,632.9792393,1.4448,40.7,0.309,0.04,10294.11765,592,3.4,,Angew Chem Int Ed Engl. 2015;54(7):2084-2089,,Angew Chem Int Ed Engl. 2015;54(7):2084-2089,
186,-0.197023222,-0.099775718,10.61775875,11.91,211.81,0.0006653,1.97777,1357668.571,0.9864,0.1081,6.3981,5.2031,0.9975,0.0745,6.899,5.662,0.8135,0.696,4.3239,0.4343,0.9823,0.1111,6.3617,5.1758,0.9857,0.0978,6.7852,5.4683,0.728,0.6921,3.7726,0.2886,1,2,2,3,1.921406256,2.050060975,2.058883435,2.234397682,126.62127,205.34272,205.33748,312.52694,215516.924,626.9687577,1.4448,40.7,0.309,0.05,11627.90698,610,4.3,,Angew Chem Int Ed Engl. 2015;54(7):2084-2089,,,
187,-0.213517095,-0.081379927,6.53464234,0.13,0.21,0.0001087,2.47012,1357671.17,0.8817,0.5209,5.2036,2.5953,0.9236,0.3407,5.6815,4.0746,0.8106,0.5856,4.1912,1.2162,0.7807,0.5428,4.6316,2.315,0.8333,0.3799,4.7887,3.5589,0.648,0.7374,3.5107,0.333,1,1,2,2,1.949000257,2.013000248,2.077396688,2.07757551,126.63114,126.85982,205.36284,205.36257,29622.52537,501.9999028,1.4448,40.7,0.309,0.52,192592.5926,496,2.7,,Angew Chem Int Ed Engl. 2015;54(7):2084-2089,,,
188,-0.213852594,-0.084626314,7.26681683,19.08,169.45,0.0002123,2.28232,1357670.686,0.8605,0.5627,5.0013,2.6393,0.8993,0.4907,5.1972,2.9842,0.8697,0.2765,4.5667,3.432,0.7483,0.5846,4.1248,2.4403,0.8113,0.5094,4.5362,2.6904,0.7524,0.6518,4.3391,1.2985,1,1,2,2,1.938032249,2.048000244,2.062607331,2.100563972,126.62767,126.85899,205.3639,205.35686,90799.81079,543.3068106,1.4448,40.7,0.309,0.46,143750,510,3.2,,Angew Chem Int Ed Engl. 2015;54(7):2084-2089,,,
189,-0.215915618,-0.084994949,2.12837307,7.34,25.24,0.0004176,2.46993,1357671.227,0.8893,0.505,5.4067,3.1857,0.9459,0.2845,6.068,4.6731,0.8488,0.2717,4.461,2.6498,0.784,0.5272,4.8243,2.8855,0.8757,0.3257,5.3307,4.1862,0.6335,0.7355,3.3337,0.5443,1,1,2,2,1.952296084,2.005000998,2.078492001,2.078492001,126.64154,126.85372,205.36211,205.3617,150938.1272,502.0385193,1.4448,40.7,0.309,0.29,170588.2353,486,1.7,,"Chem. Sci., 2014,5, 4819-4830",,,
190,-0.214466544,-0.084988602,3.78353216,7.8,27,0.0004006,2.45469,1357671.149,0.8956,0.4909,5.5131,3.3887,0.9495,0.2741,6.194,4.843,0.8523,0.2708,4.4648,2.6747,0.7941,0.5125,4.9301,3.1179,0.8837,0.3139,5.4756,4.3703,0.6367,0.7372,3.3647,0.6319,1,1,2,2,1.952409793,2.006008973,2.078496091,2.078496091,126.64151,126.85214,205.36207,205.36208,146289.8765,505.1554371,1.4448,40.7,0.309,0.29,290000,486,1,,"Chem. Sci., 2014,5, 4819-4830",,,
191,-0.204272566,-0.084041469,1.72183093,4.15,21.18,0.0002832,2.32982,1357671.058,0.9203,0.4235,6.0894,4.5149,0.9664,0.276,6.8802,5.7042,0.8671,0.2545,4.5309,2.9936,0.84,0.439,5.5312,4.3186,0.9256,0.305,6.3427,5.34,0.6442,0.7035,3.4427,0.932,1,1,2,2,1.957687156,2.010579518,2.07261019,2.077734584,126.64148,126.83857,205.36582,205.36449,116818.9621,532.2299577,1.4448,40.7,0.309,0.47,276470.5882,512,1.7,,"Chem. Sci., 2014,5, 4819-4830",,,
192,-0.187216047,-0.085460467,3.40377515,6.48,73.95,0.0002005,2.05132,1357670.636,0.9577,0.3067,7.4558,6.646,0.9733,0.2873,7.8488,6.7605,0.89,0.2161,4.6893,3.684,0.9096,0.319,6.8634,6.4298,0.9565,0.3001,7.6755,6.539,0.6782,0.6318,3.8866,1.8451,1,1,2,2,1.96226196,2.029072941,2.060416463,2.088384064,126.63986,126.82218,205.37141,205.36277,50332.22022,604.488817,1.4448,40.7,0.309,0.08,20512.82051,480,3.9,,"Chem. Sci., 2014,5, 4819-4830",,,
193,-0.221893472,-0.087020905,7.04012599,5.4,16.81,0.0003115,2.4522,1357670.888,0.8667,0.5758,5.3161,2.5145,0.9361,0.3024,5.9663,4.5035,0.8041,0.2916,4.3382,2.0148,0.7191,0.6021,4.4743,1.6317,0.8509,0.3505,5.0896,3.887,0.6561,0.7158,3.4995,0.1256,1,1,2,2,1.952921913,2.009340688,2.082189713,2.082189713,126.64099,126.87141,205.35498,205.35517,88738.18952,505.6683794,1.4448,40.7,0.309,0.3,200000,484,1.5,,"Chem. Sci., 2014,5, 4819-4830",,"Chem. Sci., 2014,5, 4819-4830",
194,-0.230846407,-0.116533334,13.10507658,19.82,7.44,5.26E-05,1.85311,1357670.116,0.8338,0.5889,6.3302,4.0985,0.7987,0.2742,5.4461,4.5933,0.919,0.341,5.934,4.3204,0.7495,0.5853,5.0164,4.5387,0.7733,0.2778,5.2948,4.3975,0.7288,0.5867,4.5786,0.2107,1,1,2,2,1.962949057,2.029414448,2.087891281,2.088060104,126.63696,126.89725,205.34668,205.34735,10672.52417,669.1453826,1.4448,40.7,0.309,0.07,12068.96552,480,5.8,,"Chem. Sci., 2014,5, 4819-4830",,,
